,,,,,,,36057,C S,1213,10,Programming with Python,"Chekuri, Omkar Saiswaroop Varma",Jan 13 - May 2,9 out of 120,No Wait List,
C S 1213-010 -Programming with Python,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Qi Cheng,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 254,Days not available,,,,,,,,,,,
,,,,,,,17811,C S,5980,16,Research for Master's Thesis,"Habibi, Golnaz",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-016 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Golnaz Habibi,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,17812,C S,5980,17,Research for Master's Thesis,"Weaver, Christopher",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-017 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Christopher Weaver,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 241,Days not available,,,,,,,,,,,
,,,,,,,17813,C S,5980,18,Research for Master's Thesis,"Fagg, Andrew",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-018 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Andrew Fagg,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 243,Days not available,,,,,,,,,,,
,,,,,,,45789,C S,5980,20,Research for Master's Thesis,TBA,Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-020 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
TBD,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,43457,C S,5980,21,Research for Master's Thesis,"Quadri, Ghulam",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-021 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Ghulam Quadri,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,43458,C S,5980,22,Research for Master's Thesis,"Khanmohammadi, Sina",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-022 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sina Khanmohammadi,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,43459,C S,5980,23,Research for Master's Thesis,"Veras, Richard",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-023 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Richard Veras,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,47702,C S,5980,24,Research for Master's Thesis,"Demirel, Doga",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-024 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Doga Demirel,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,47703,C S,5980,25,Research for Master's Thesis,"Lin, Beiyu",Jan 13 - May 9,3 out of 3,No Wait List
C S 5980-025 -Research for Master's Thesis,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Beiyu Lin,Seats Left:,3 out of 3,Schedule:,Thesis/Dissertation,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Repeatable:,Times: 20,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,17817,C S,5990,2,Independent Studies,"Ebert, David",Jan 13 - May 9,3 out of 3,No Wait List
C S 5990-002 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
David Ebert,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 232,Days not available,,,,,,,,,,,
,,,,,,,17819,C S,5990,4,Independent Studies,"Atiquzzaman, Mohammed",Jan 13 - May 9,3 out of 3,No Wait List
C S 5990-004 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Mohammed Atiquzzaman,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 250,Days not available,,,,,,,,,,,
,,,,,,,17820,C S,5990,5,Independent Studies,"Pan, Chongle",Jan 13 - May 9,3 out of 3,No Wait List
C S 5990-005 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chongle Pan,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 231,Days not available,,,,,,,,,,,
,,,,,,,17821,C S,5990,6,Independent Studies,"Diochnos, Dimitrios",Jan 13 - May 9,3 out of 3,No Wait List
C S 5990-006 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Dimitrios Diochnos,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 230,Days not available,,,,,,,,,,,
,,,,,,,17822,C S,5990,7,Independent Studies,"Zhao, Shangqing",Jan 13 - May 9,1 out of 3,No Wait List
C S 5990-007 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Shangqing Zhao,Seats Left:,1 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 253,Days not available,,,,,,,,,,,
,,,,,,,17824,C S,5990,8,Independent Studies,"Cao, Jie",Jan 13 - May 9,3 out of 3,No Wait List
C S 5990-008 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Jie Cao,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 252,Days not available,,,,,,,,,,,
,,,,,,,17825,C S,5990,9,Independent Studies,"Radhakrishnan, Sridhar",Jan 13 - May 9,1 out of 3,No Wait List
C S 5990-009 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sridhar Radhakrishnan,Seats Left:,1 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 244,Days not available,,,,,,,,,,,
,,,,,,,17826,C S,5990,10,Independent Studies,"Gruenwald, Gia-Loi",Jan 13 - May 9,3 out of 3,No Wait List
C S 5990-010 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Gia-Loi Gruenwald,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 233,Days not available,,,,,,,,,,,
,,,,,,,27072,C S,5990,11,Independent Studies,"Moussa, Marmar",Jan 13 - May 9,1 out of 3,No Wait List
C S 5990-011 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Marmar Moussa,Seats Left:,1 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 242,Days not available,,,,,,,,,,,
,,,,,,,17828,C S,5990,12,Independent Studies,"Fang, Song",Jan 13 - May 9,2 out of 3,No Wait List
C S 5990-012 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Song Fang,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 242,Days not available,,,,,,,,,,,
,,,,,,,17829,C S,5990,13,Independent Studies,"Maiti, Anindya",Jan 13 - May 9,2 out of 3,No Wait List
C S 5990-013 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Anindya Maiti,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,43074,C S,5990,14,Independent Studies,"Lan, Chao",Jan 13 - May 9,3 out of 3,No Wait List
C S 5990-014 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chao Lan,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,17831,C S,5990,15,Independent Studies,"Cheng, Qi",Jan 13 - May 9,2 out of 3,No Wait List
C S 5990-015 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Qi Cheng,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 254,Days not available,,,,,,,,,,,
,,,,,,,17832,C S,5990,16,Independent Studies,"Habibi, Golnaz",Jan 13 - May 9,2 out of 3,No Wait List
C S 5990-016 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Golnaz Habibi,Seats Left:,2 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall,Days not available,,,,,,,,,,,
,,,,,,,17833,C S,5990,17,Independent Studies,"Weaver, Christopher",Jan 13 - May 9,3 out of 3,No Wait List
C S 5990-017 -Independent Studies,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Christopher Weaver,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Repeatable:,Max Hours: 9,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Devon Energy Hall 241,Days not available,,,,,,,,,,,
,,,,,,,17835,C S,5990,18,Independent Studies,"Fagg, Andrew",Jan 13 - May 9,3 out of 3,No Wait List
